load_name,container,pod,avg_cpu_cores,avg_cpu_millicores,avg_cpu_percent,max_cpu_cores,max_cpu_millicores,max_cpu_percent,avg_memory_gb,avg_memory_percent,max_memory_gb,max_memory_percent
high,tempo,tempo-simplest-0,1.9910790075380795,1991.0790075380796,95.88,2.7704730842707592,2770.473084270759,95.9,16.129407385121223,99.45,31.46895980834961,99.67
high,tempo-gateway,tempo-simplest-0,0.06195755684012163,61.957556840121626,2.98,0.08817596107217938,88.17596107217939,3.05,0.06591249548870584,0.41,0.07728958129882812,0.24
high,tempo-gateway-opa,tempo-simplest-0,0.023623101298281598,23.623101298281597,1.14,0.03016144189102377,30.16144189102377,1.04,0.0188458484152089,0.12,0.021091461181640625,0.07
high,tempo-query,tempo-simplest-0,2.5771204823872566e-07,0.0002577120482387257,0.0,3.245800873045745e-07,0.00032458008730457447,0.0,0.004744156547214674,0.03,0.0047454833984375,0.02
low,tempo,tempo-simplest-0,2.95971565440255,2959.71565440255,97.18,4.093440794495452,4093.440794495452,97.72,2.0342821867569634,96.41,2.9016952514648438,97.3
low,tempo-gateway,tempo-simplest-0,0.057404564409478415,57.40456440947842,1.88,0.06336423139859468,63.364231398594676,1.51,0.05157006305197011,2.44,0.05547332763671875,1.86
low,tempo-gateway-opa,tempo-simplest-0,0.02848458125101845,28.48458125101845,0.94,0.03220541601884272,32.20541601884272,0.77,0.019354861715565556,0.92,0.020282745361328125,0.68
low,tempo-query,tempo-simplest-0,8.743721796335305e-07,0.0008743721796335305,0.0,2.825608235387762e-06,0.002825608235387762,0.0,0.004776830258576766,0.23,0.004791259765625,0.16
medium,tempo,tempo-simplest-0,1.7980733699518705,1798.0733699518705,97.26,2.130544908481449,2130.544908481449,97.41,10.33112733260445,99.27,19.547901153564453,99.57
medium,tempo-gateway,tempo-simplest-0,0.03585112933516943,35.85112933516943,1.94,0.041890475770414645,41.890475770414646,1.92,0.05514410267705503,0.53,0.060459136962890625,0.31
medium,tempo-gateway-opa,tempo-simplest-0,0.014747933739731043,14.747933739731044,0.8,0.014747933739731043,14.747933739731044,0.67,0.017778396606445312,0.17,0.020061492919921875,0.1
medium,tempo-query,tempo-simplest-0,3.12606149303489e-07,0.000312606149303489,0.0,3.5123230260777323e-07,0.00035123230260777325,0.0,0.0033496359120244565,0.03,0.00336456298828125,0.02
