load_name,container,pod,avg_cpu_cores,avg_cpu_millicores,avg_cpu_percent,max_cpu_cores,max_cpu_millicores,max_cpu_percent,avg_memory_gb,avg_memory_percent,max_memory_gb,max_memory_percent
high,tempo,tempo-simplest-0,6.250897651345236,6250.897651345235,95.59,9.926446667568472,9926.446667568473,95.84,1.79595095316569,96.37,1.9238052368164062,95.7
high,tempo-gateway,tempo-simplest-0,0.18892060014992895,188.92060014992896,2.89,0.284536716339369,284.536716339369,2.75,0.04692433675130208,2.52,0.061920166015625,3.08
high,tempo-gateway-opa,tempo-simplest-0,0.09919950970452412,99.19950970452412,1.52,0.14623433087220267,146.23433087220266,1.41,0.015894317626953126,0.85,0.019695281982421875,0.98
high,tempo-query,tempo-simplest-0,6.841525026075364e-07,0.0006841525026075364,0.0,8.511929342558838e-07,0.0008511929342558838,0.0,0.0047607421875,0.26,0.0047607421875,0.24
low,tempo,tempo-simplest-0,0.0018210826237068719,1.8210826237068718,69.01,0.0025428134444161125,2.5428134444161126,69.28,1.5284513658092869,96.2,1.8722801208496094,96.0
low,tempo-gateway,tempo-simplest-0,0.0006301937119883794,0.6301937119883794,23.88,0.0008665812613585904,0.8665812613585904,23.61,0.038755724506993446,2.44,0.05352020263671875,2.74
low,tempo-gateway-opa,tempo-simplest-0,0.00018725393809262104,0.18725393809262103,7.1,0.0002606849183518933,0.2606849183518933,7.1,0.016754150390625,1.05,0.0196990966796875,1.01
low,tempo-query,tempo-simplest-0,3.76090046975737e-07,0.000376090046975737,0.01,5.138534709809367e-07,0.0005138534709809367,0.01,0.004818208755985383,0.3,0.004825592041015625,0.25
medium,tempo,tempo-simplest-0,2.5045445583096257,2504.5445583096257,97.42,3.788916951607492,3788.9169516074917,97.68,1.8640670776367188,96.67,1.8640670776367188,95.72
medium,tempo-gateway,tempo-simplest-0,0.04519117735432258,45.191177354322576,1.76,0.06118991735561413,61.189917355614135,1.58,0.044174448649088545,2.29,0.06172943115234375,3.17
medium,tempo-gateway-opa,tempo-simplest-0,0.02113713762355582,21.13713762355582,0.82,0.028855182237584643,28.855182237584643,0.74,0.016907246907552083,0.88,0.018550872802734375,0.95
medium,tempo-query,tempo-simplest-0,2.320756380643899e-06,0.002320756380643899,0.0,3.1599354493874064e-06,0.003159935449387406,0.0,0.003143310546875,0.16,0.003143310546875,0.16
very-high,tempo,tempo-simplest-0,3.0017168746064704,3001.7168746064704,92.95,4.518794136503333,4518.794136503333,93.58,1.8040847778320312,96.11,1.8040847778320312,94.98
very-high,tempo-gateway,tempo-simplest-0,0.15075883432308437,150.7588343230844,4.67,0.20409417507641897,204.09417507641896,4.23,0.049558766682942706,2.64,0.0677490234375,3.57
very-high,tempo-gateway-opa,tempo-simplest-0,0.07680126582453085,76.80126582453086,2.38,0.10574564298673952,105.74564298673953,2.19,0.0185791015625,0.99,0.02288818359375,1.2
very-high,tempo-query,tempo-simplest-0,4.5113476059720667e-07,0.00045113476059720664,0.0,5.502818669162683e-07,0.0005502818669162683,0.0,0.004795074462890625,0.26,0.004795074462890625,0.25
