load_name,timestamp,datetime,minute,cpu_cores,memory_gb,spans_per_sec,bytes_per_sec,p50_latency_ms,p90_latency_ms,p99_latency_ms,query_failures_per_sec,dropped_spans_per_sec
"high",1764378007,"2025-11-29T01:00:07Z",1,4.544805298047996,1.7998542785644531,36539.73333333333,4011284.1,139.8765432098766,456.51530108588344,915.5859375000003,0.017241379310344827,0
"high",1764378067,"2025-11-29T01:01:07Z",2,3.081847943427377,1.9011764526367188,36471.46666666667,4001735.533333333,408.24468085106395,868.0176860722187,1510.4687500000125,0,0
"high",1764378127,"2025-11-29T01:02:07Z",3,3.191743503883367,1.9223670959472656,36488.53333333333,4001988.433333333,394.968051118211,848.5867074102375,994.8281130634081,0,0
"high",1764378187,"2025-11-29T01:03:07Z",4,4.068441992580308,1.8958778381347656,36505.6,4006668.6333333333,245.43819489862665,485.8646827624932,949.7343750000018,0,0
"high",1764378247,"2025-11-29T01:04:07Z",5,4.36512866839696,1.8978309631347656,36505.6,4005584.0666666664,349.6297312122875,800.4306220095698,986.0717703349285,0,0
"high",1764378307,"2025-11-29T01:05:07Z",6,4.105273935444503,1.8976821899414062,36488.53333333333,4004256.466666667,261.03147835862836,531.6777041942603,961.114790286975,0,0
"high",1764378367,"2025-11-29T01:06:07Z",7,3.744463228799655,1.8954353332519531,36522.666666666664,4007385.933333333,327.11129753915003,770.2240566037744,995.0648584905659,0.017241379310344827,0
"high",1764378427,"2025-11-29T01:07:07Z",8,3.749612153196106,1.8957405090332031,36488.53333333333,4003611.466666667,502.57289879931386,956.3178959405375,2256.065573770491,0,0
"high",1764378487,"2025-11-29T01:08:07Z",9,3.9231705094088785,1.8534355163574219,36556.8,4009960.6,564.0374331550802,979.1176470588234,2312.209677419354,0,0
"high",1764378547,"2025-11-29T01:09:07Z",10,4.189391117900045,1.8533515930175781,36590.933333333334,4013710.2333333334,539.2183288409702,962.6145552560645,2268.0905511811034,0,0
"high",1764378607,"2025-11-29T01:10:07Z",11,4.4813966805030105,1.85357666015625,36556.8,4013241.2666666666,616.457286432161,998.668341708543,2347.880000000002,0.017241379310344827,0
"high",1764378667,"2025-11-29T01:11:07Z",12,4.716944247028076,1.8577995300292969,36590.933333333334,4017328.0666666664,623.4375000000001,1159.7122302158307,2365.971223021583,0.017241379310344827,0
"high",1764378727,"2025-11-29T01:12:07Z",13,4.988448026019415,1.8896026611328125,36471.46666666667,4001011.466666667,641.8781725888325,1246.621621621622,2374.6621621621616,0.017241379310344827,0
"high",1764378787,"2025-11-29T01:13:07Z",14,5.1939466741012135,1.8841552734375,36539.73333333333,4007764,628.3151326053041,1220.8904109589037,2372.089041095891,0.017241379310344827,0
