load_name,timestamp,datetime,minute,cpu_cores,memory_gb,spans_per_sec,bytes_per_sec,p50_latency_ms,p90_latency_ms,p99_latency_ms,query_failures_per_sec,dropped_spans_per_sec
"high",1764534716,"2025-11-30T20:31:56Z",1,3.609031530574738,4.270809173583984,16572.2,1816193.0666666667,10000,10000,10000,0,0
"high",1764534776,"2025-11-30T20:32:56Z",2,3.7035924043686954,4.463665008544922,17187.5,1882156.7666666666,7810.413398783015,10000,10000,0,0
"high",1764534836,"2025-11-30T20:33:56Z",3,6.00839531421384,4.4503936767578125,13825.1,1514779.2666666666,7539.4649348587345,10000,10000,0,0
"high",1764534896,"2025-11-30T20:34:56Z",4,8.605031841850753,4.406272888183594,15856.066666666666,1738187.0666666667,7427.459306440198,10000,10000,0,0
"high",1764534956,"2025-11-30T20:35:56Z",5,10.238974473714832,4.481075286865234,16658.233333333334,1823962,7606.838131308759,10000,10000,0,0
"high",1764535016,"2025-11-30T20:36:56Z",6,10.216217423567327,3.7233352661132812,39867.73333333333,4374255.433333334,3277.8399170667826,4801.87269157365,8975.985429888586,0,0
"high",1764535076,"2025-11-30T20:37:56Z",7,10.15402852068288,3.803455352783203,36488.53333333333,4003837.8,3143.541968162084,4749.547756874095,8670.958083832338,0,0
"high",1764535136,"2025-11-30T20:38:56Z",8,10.14878699323592,3.767139434814453,36590.933333333334,4017973.3333333335,2804.7004991680537,4659.109816971714,8111.016949152532,0,0
"high",1764535196,"2025-11-30T20:39:56Z",9,10.095987133938255,3.7690658569335938,36198.4,3970131.3666666667,3279.2433182922596,4791.218326969802,8883.076923076907,0,0
"high",1764535256,"2025-11-30T20:40:56Z",10,10.068583435700832,3.646259307861328,35788.8,3926370.3,2900.759441707719,4705.767651888342,8563.071895424848,0,0
"high",1764535316,"2025-11-30T20:41:56Z",11,10.084660838409079,3.6547279357910156,36573.86666666667,4011846.8666666667,3554.603854389721,4844.90669929642,9036.986301369861,0,0
"high",1764535376,"2025-11-30T20:42:56Z",12,10.030976625790997,3.2494354248046875,36522.666666666664,4008094.6999999997,3594.536570920936,4863.414273023393,9121.9262295082,0,0
"high",1764535436,"2025-11-30T20:43:56Z",13,8.741630326976448,3.376087188720703,36454.4,3997671.4,3773.3281493001546,5207.932692307676,9520.79326923077,0,0
"high",1764535496,"2025-11-30T20:44:56Z",14,9.861351783095426,3.3802146911621094,36420.26666666666,3995956.8,3554.2212518195042,4829.621542940319,8926.225490196057,0,0
"high",1764535556,"2025-11-30T20:45:56Z",15,9.771213654420485,3.384685516357422,36488.53333333333,4002383.7666666666,3563.088309180326,4906.12682463141,9305.956112852658,0,0
"high",1764535616,"2025-11-30T20:46:56Z",16,9.33760763550218,3.237152099609375,36573.86666666667,4013561.1,368.29309818670475,1292.5240936209298,2410.8686219700444,0,0
"high",1764535676,"2025-11-30T20:47:56Z",17,9.221959851702783,3.2364845275878906,36590.933333333334,4014905,415.868017524644,955.8216654384663,2297.5655976676353,0,0
"high",1764535736,"2025-11-30T20:48:56Z",18,7.4785947270319815,3.2924537658691406,36471.46666666667,4003737.4,462.33785377358504,984.4586374695866,2331.3503649635036,0,0
"high",1764535796,"2025-11-30T20:49:56Z",19,8.492698237095922,3.297161102294922,36556.8,4007240.6333333333,452.0958083832336,991.6830386378525,2347.4541284403676,0,0
"high",1764535856,"2025-11-30T20:50:56Z",20,8.384405799277978,3.212329864501953,36488.53333333333,4003063.8,411.1211807353701,956.3276397515524,2302.195467422096,0,0
"high",1764535916,"2025-11-30T20:51:56Z",21,7.499285610626897,3.2076950073242188,36454.4,4001322.6333333333,406.98294243070364,953.3438237608183,2298.2848837209294,0,0
"high",1764535976,"2025-11-30T20:52:56Z",22,8.461578622536654,3.296192169189453,36590.933333333334,4016747.1,439.01035673187573,994.0360610263526,2344.2022471910127,0,0
"high",1764536036,"2025-11-30T20:53:56Z",23,8.430413621626176,3.4242897033691406,36539.73333333333,4008370.3666666667,388.28662083553655,941.9270833333328,2289.5481927710834,0,0
"high",1764536096,"2025-11-30T20:54:56Z",24,8.449577362251466,3.57391357421875,36420.26666666666,3991611.1999999997,1489.4128970163617,2370.259865255053,4391.489361702127,0,0
"high",1764536156,"2025-11-30T20:55:56Z",25,6.543885988539852,3.5735931396484375,36505.6,4007022.1333333333,494.3693693693693,1470.0892857142837,2413.0803571428582,0,0
"high",1764536216,"2025-11-30T20:56:56Z",26,8.537102869869118,3.2727394104003906,36454.4,3998937.933333333,653.2258064516129,1624.2675159235666,2421.025477707006,0,0
"high",1764536276,"2025-11-30T20:57:56Z",27,8.557590055522446,3.5357208251953125,36556.8,4012174.5666666664,710.6403466538276,1884.2396313364052,2457.0875576036865,0,0
"high",1764536336,"2025-11-30T20:58:56Z",28,8.647022426317093,3.261608123779297,36522.666666666664,4009418,528.188775510204,1024.4703389830486,2352.4470338983047,0,0
"high",1764536396,"2025-11-30T20:59:56Z",29,6.690130410453388,3.253337860107422,36573.86666666667,4014600.6,660.1215521271622,1688.4661117716994,2426.872770511297,0,0
"high",1764536456,"2025-11-30T21:00:56Z",30,8.789087357953518,3.340869903564453,36471.46666666667,4002096.9,1390.252100840336,2329.6806722689075,4090.234374999995,0,0
"high",1764536516,"2025-11-30T21:01:56Z",31,8.599869597053798,2.8136978149414062,36505.6,4007843.9,127.08497246262785,620.7602339181298,1592.012987012995,0,0
"high",1764536576,"2025-11-30T21:02:56Z",32,8.37481740424719,2.8019447326660156,36471.46666666667,4004450.1999999997,1554.8086866597716,2474.7673216132357,4719.191919191915,0,0
"high",1764536636,"2025-11-30T21:03:56Z",33,7.699331572933489,3.3250045776367188,36471.46666666667,4000450.6333333333,2085.2074754513783,4190.644932671864,4919.064493267187,0,0
"high",1764536696,"2025-11-30T21:04:56Z",34,7.70155873413862,3.326202392578125,36198.4,3980165.1333333333,2955.376737381127,4593.2699341624,4961.795903438186,0,0
"high",1764536756,"2025-11-30T21:05:56Z",35,8.72095477949331,3.2950592041015625,36437.333333333336,3999649.8333333335,2243.9155332856126,4374.455337690632,4942.347494553377,0,0
"high",1764536816,"2025-11-30T21:06:56Z",36,9.346457438106125,3.082294464111328,36522.666666666664,4009820.2333333334,1644.6463654223974,4043.739967897272,4915.20866773676,0.017241379310344827,0
"high",1764536876,"2025-11-30T21:07:56Z",37,9.157152504409106,3.1017608642578125,36556.8,4010267.9,287.49212350346573,842.4119241192418,2198.9610389610384,0,0
"high",1764536936,"2025-11-30T21:08:56Z",38,6.833071301306124,3.1017608642578125,36420.26666666666,3997622.466666667,277.6791478373143,835.5823863636358,2199.6753246753246,0,0
"high",1764536996,"2025-11-30T21:09:56Z",39,8.789866916587897,3.189727783203125,36539.73333333333,4009952.2666666666,270.5455801104971,852.8401585204749,2212.469135802467,0,0
"high",1764537056,"2025-11-30T21:10:56Z",40,8.497840643134875,3.1256866455078125,36505.6,4006546.6999999997,228.1283138918346,758.2877959927151,2149.949748743717,0,0
"high",1764537116,"2025-11-30T21:11:56Z",41,8.063775799965253,3.1418190002441406,36505.6,4005218.8666666667,239.776400862069,770.0000000000009,2149.6212121212147,0,0
"high",1764537176,"2025-11-30T21:12:56Z",42,7.990914210796653,3.1543731689453125,36505.6,4010908.5,306.87964841108874,935.9571788413112,2322.082152974504,0,0
"high",1764537236,"2025-11-30T21:13:56Z",43,7.98111725364304,3.0890960693359375,36471.46666666667,4002026.6,275.3284923928076,875.1298701298701,2254.927272727274,0,0
"high",1764537296,"2025-11-30T21:14:56Z",44,7.901755787109527,3.0763702392578125,36522.666666666664,4011255.466666667,212.87313432835825,675.0000000000009,2100.0862068965507,0,0
"high",1764537356,"2025-11-30T21:15:56Z",45,7.828095462255179,3.3125076293945312,30134.13333333333,3306590.6666666665,284.17030567685583,968.3441558441566,2372.3852040816355,0,0
"low",1764529083,"2025-11-30T18:58:03Z",1,2.47490766832654,3.3165817260742188,7116.8,781471.5666666667,5804.673264937628,10000,10000,0,0
"low",1764529143,"2025-11-30T18:59:03Z",2,3.748922901988047,3.4079971313476562,7082.666666666667,776575.7666666666,1129.8513644800212,2225.9702728960046,2472.5970272896006,0,0
"low",1764529203,"2025-11-30T19:00:03Z",3,5.191418867085309,3.3303985595703125,7031.466666666666,772428.3,1128.6253262761927,2235.8716524365477,2485.0020758226274,0,0
"low",1764529263,"2025-11-30T19:01:03Z",4,6.728472697102744,3.2251243591308594,7048.533333333333,772179.4,1117.9039301310024,2260.262008733624,3442.8571428571486,0,0
"low",1764529323,"2025-11-30T19:02:03Z",5,7.502994430746813,3.3838424682617188,7065.599999999999,776044.3,1350.575361985029,3087.0535714285597,4808.705357142855,0,0
"low",1764529383,"2025-11-30T19:03:03Z",6,8.178195860697725,3.2276954650878906,7048.533333333333,773661.7333333333,3457.920792079206,6446.7213114753895,9644.672131147541,0,0
"low",1764529443,"2025-11-30T19:04:03Z",7,8.449353832173808,3.5916366577148438,7065.599999999999,774471.6333333333,2134.4952758342306,4409.15915915916,4988.213213213214,0,0
"low",1764529503,"2025-11-30T19:05:03Z",8,8.589144574981695,3.5016555786132812,7048.533333333333,773592.3666666667,2344.4587701728965,4549.232736572891,7541.666666666704,0,0
"low",1764529563,"2025-11-30T19:06:03Z",9,8.643382325057779,3.589366912841797,7014.4,769851.6333333333,3759.9206349206333,6351.694915254217,9635.169491525421,0,0
"low",1764529623,"2025-11-30T19:07:03Z",10,8.072261384502243,3.3977813720703125,7099.733333333334,779914.1,3271.2264150943383,4895.7547169811305,9327.343749999993,0,0
"low",1764529683,"2025-11-30T19:08:03Z",11,7.611776376278199,2.9563446044921875,7065.599999999999,775810.3,2495.3416149068307,4573.770491803279,7225,0,0
"low",1764529743,"2025-11-30T19:09:03Z",12,7.2205288578535445,3.3352012634277344,7014.4,768657.4,2671.990171990169,4780.0982800982765,9141.999999999995,0,0
"low",1764529803,"2025-11-30T19:10:03Z",13,6.854699697710092,3.2235069274902344,7082.666666666667,777979.7333333333,2170.289633676218,4431.88202247191,4987.4297752809,0,0
"low",1764529863,"2025-11-30T19:11:03Z",14,6.560866140616683,3.4404830932617188,7031.466666666666,772182.2666666666,3475.3954305799634,4986.8189806678365,9481.92771084337,0,0
"low",1764529923,"2025-11-30T19:12:03Z",15,6.517592109954394,3.944080352783203,7048.533333333333,773767.6333333333,3307.1955719557195,4971.4022140221405,9463.095238095237,0,0
"low",1764529983,"2025-11-30T19:13:03Z",16,7.062652422097915,3.64617919921875,7031.466666666666,771991,1987.2448979591823,4280.405405405403,4935.641891891891,0,0
"low",1764530043,"2025-11-30T19:14:03Z",17,7.9528349589703,3.5129928588867188,7133.866666666667,784218.8333333334,2572.062084257204,4514.412416851441,4951.441241685144,0,0
"low",1764530103,"2025-11-30T19:15:03Z",18,9.078956039207734,4.216213226318359,7048.533333333333,774764.4333333333,2754.088785046728,4695.677570093456,8659.67741935483,0,0
"low",1764530163,"2025-11-30T19:16:03Z",19,10.080864553051526,3.8454666137695312,7014.4,772330.6666666666,3530.2197802197793,7564.60674157303,9832.303370786516,0,0
"low",1764530223,"2025-11-30T19:17:03Z",20,10.10372524220048,4.941013336181641,7014.4,769571.5333333333,3417.1597633136093,5790.000000000004,9579,0,0
"low",1764530283,"2025-11-30T19:18:03Z",21,10.257348636337895,4.2813873291015625,7065.599999999999,775740.4,2628.2051282051275,4679.487179487181,8666.666666666664,0,0
"low",1764530343,"2025-11-30T19:19:03Z",22,10.422852383682402,5.167350769042969,7014.4,769474.2,5694.4444444444425,9267.094017094016,10000,0,0
"low",1764530403,"2025-11-30T19:20:03Z",23,10.40968879352347,4.6855316162109375,7065.599999999999,774766.1,3987.989323843416,8002.19298245614,9800.219298245613,0,0
"low",1764530463,"2025-11-30T19:21:03Z",24,10.382720173692961,4.139232635498047,7048.533333333333,773205.5,2635.8695652173897,4540.217391304347,4968.695652173913,0,0
"low",1764530523,"2025-11-30T19:22:03Z",25,10.385890090033136,4.8787994384765625,6997.333333333333,767331.3,4670.588235294117,8866.666666666668,9911.666666666668,0,0
"low",1764530583,"2025-11-30T19:23:03Z",26,10.18251157508838,4.495704650878906,7048.533333333333,773452.0333333333,3907.1566731141183,7995.305164319247,9862.910798122066,0,0
"low",1764530643,"2025-11-30T19:24:03Z",27,10.0499638416259,3.9765968322753906,7031.466666666666,770813.4,2305.475504322765,4541.005291005289,7673.684210526281,0,0
"low",1764530703,"2025-11-30T19:25:03Z",28,10.028963742211237,4.667949676513672,7014.4,769303.6333333333,3417.3003802281355,5702.970297029692,9570.297029702971,0,0
"low",1764530763,"2025-11-30T19:26:03Z",29,9.752500948085324,4.655208587646484,7082.666666666667,776841.3333333334,3085.299455535389,4660.617059891108,6383.333333333328,0,0
"low",1764530823,"2025-11-30T19:27:03Z",30,9.677880050030435,4.524044036865234,6963.2,764681,3126.2575452716287,4910.965794768611,9375.352112676057,0,0
"low",1764530883,"2025-11-30T19:28:03Z",31,10.060772493698078,5.845806121826172,6980.266666666666,765715.7,4041.666666666668,8907.258064516132,10000,0,0
"low",1764530943,"2025-11-30T19:29:03Z",32,10.455403781856678,5.796840667724609,6997.333333333333,768263.2333333333,8519.332161687167,10000,10000,0,0
"low",1764531003,"2025-11-30T19:30:03Z",33,11.098824061425589,4.30462646484375,7526.4,826779.9,10000,10000,10000,0,0
"low",1764531063,"2025-11-30T19:31:03Z",34,11.680417702527384,4.054386138916016,7065.599999999999,775202.2,10000,10000,10000,0,0
"low",1764531123,"2025-11-30T19:32:03Z",35,11.877503267595547,4.068500518798828,7202.133333333333,790377.9333333333,10000,10000,10000,0,0
"low",1764531183,"2025-11-30T19:33:03Z",36,11.895356194058412,4.362972259521484,7253.333333333333,796660.2,10000,10000,10000,0,0
"low",1764531243,"2025-11-30T19:34:03Z",37,11.8282718873413,3.466167449951172,6980.266666666666,766016.8666666667,2637.8676470588225,8468.421052631584,10000,0,0
"low",1764531303,"2025-11-30T19:35:03Z",38,11.087612553659206,3.7899322509765625,7065.599999999999,776379.1,1002.3044813404545,2412.3797179559715,4667.307692307691,0,0
"low",1764531363,"2025-11-30T19:36:03Z",39,10.687188124976629,4.317142486572266,7082.666666666667,777484.7333333333,1709.1232227488135,3972.2222222222185,4908.091787439612,0,0
"low",1764531423,"2025-11-30T19:37:03Z",40,10.547157594271726,4.050930023193359,7014.4,769340.3333333334,2763.15789473684,4662.2807017543855,8267.999999999995,0,0
"low",1764531483,"2025-11-30T19:38:03Z",41,10.25375740431364,4.6435394287109375,7014.4,768372.1666666666,2803.0303030303007,4793.706293706292,9145.999999999996,0,0
"low",1764531543,"2025-11-30T19:39:03Z",42,10.68938593822957,4.214122772216797,7065.599999999999,775573.9,2311.390532544376,4446.473551637279,4944.647355163727,0,0
"low",1764531603,"2025-11-30T19:40:03Z",43,10.71415827190397,4.653514862060547,7014.4,769507.9,3004.4731610337953,4724.155069582503,8604.838709677397,0,0
"low",1764531663,"2025-11-30T19:41:03Z",44,10.413284772327149,4.486400604248047,7065.599999999999,776456.4666666667,1842.4418604651141,4110.537190082641,4911.053719008263,0,0
"low",1764531723,"2025-11-30T19:42:03Z",45,10.063243611177564,4.668006896972656,6832.566666666667,750370.2,1781.6901408450697,3904.9999999999977,4890.5,0,0
"medium",1764531900,"2025-11-30T19:45:00Z",1,7.266506062514857,4.783260345458984,14609.066666666666,1603460,10000,10000,10000,0.09319399350649352,0
"medium",1764531960,"2025-11-30T19:46:00Z",2,4.713042288333834,4.104087829589844,19234.13333333333,2109877.2666666666,10000,10000,10000,0,0
"medium",1764532020,"2025-11-30T19:47:00Z",3,7.026331379467448,4.2108917236328125,23040,2528332.9,10000,10000,10000,0,0
"medium",1764532080,"2025-11-30T19:48:00Z",4,9.333582960353501,4.129253387451172,20497.066666666666,2248189,10000,10000,10000,0,0
"medium",1764532140,"2025-11-30T19:49:00Z",5,11.131930228481224,3.9432525634765625,15496.533333333333,1701233.1666666667,10000,10000,10000,0,0
"medium",1764532200,"2025-11-30T19:50:00Z",6,11.068568847059595,3.392986297607422,17988.266666666666,1973878.7333333334,6343.483997323552,10000,10000,0,0
"medium",1764532260,"2025-11-30T19:51:00Z",7,10.984624391394634,3.433807373046875,18090.666666666668,1983697.6666666667,3997.2667658219593,8189.274447949528,9925.394321766564,0,0
"medium",1764532320,"2025-11-30T19:52:00Z",8,10.872256789303696,3.4515113830566406,17937.066666666666,1966735.4,2802.855518284063,7512.199259092137,9850.998030491077,0,0
"medium",1764532380,"2025-11-30T19:53:00Z",9,10.964394124220151,3.3097801208496094,18056.533333333333,1981065.5999999999,2196.6145722721744,7456.336043117839,9745.633604311784,0,0
"medium",1764532440,"2025-11-30T19:54:00Z",10,11.035182244795575,3.4762611389160156,17902.933333333334,1963642.3666666667,2996.8317972350233,7459.910913140315,9756.013363028955,0,0
"medium",1764532500,"2025-11-30T19:55:00Z",11,11.051389937293946,3.5319747924804688,17971.2,1972293.7666666666,3498.7179487179487,7939.926062846581,9818.946395563771,0,0
"medium",1764532560,"2025-11-30T19:56:00Z",12,11.064329489883566,3.4437828063964844,18073.6,1984231.8,2953.3450704225356,7565.2631578947385,9794.421052631576,0,0
"medium",1764532620,"2025-11-30T19:57:00Z",13,11.108010617737207,3.4335784912109375,18039.466666666667,1980136.7333333334,2087.365591397849,7411.641795385474,9741.164179538548,0,0
"medium",1764532680,"2025-11-30T19:58:00Z",14,11.176342375164403,3.3667984008789062,18056.533333333333,1981839.8666666667,2105.125977410947,7308.92448512586,9730.892448512588,0.017241379310344827,0
"medium",1764532740,"2025-11-30T19:59:00Z",15,11.22094449709578,3.2800979614257812,18090.666666666668,1985477.5,1752.8862148879407,6232.087227414333,9623.208722741429,0,0
"medium",1764532800,"2025-11-30T20:00:00Z",16,9.798623922899711,3.274707794189453,18124.8,1991049.1333333333,171.6820037054151,679.7507788162004,1163.84615384615,0,0
"medium",1764532860,"2025-11-30T20:01:00Z",17,9.227540670153415,3.657604217529297,18056.533333333333,1982457.3333333333,1554.2414355628052,3411.8497109826535,4873.69942196532,0,0
"medium",1764532920,"2025-11-30T20:02:00Z",18,8.426217045491214,2.654430389404297,18107.733333333334,1987556,265.6475507318835,1549.0654205607486,3296.428571428553,0,0
"medium",1764532980,"2025-11-30T20:03:00Z",19,7.199768163955903,2.73382568359375,18107.733333333334,1987595.8666666667,195.75962539021856,666.7241379310357,1606.538461538463,0,0
"medium",1764533040,"2025-11-30T20:04:00Z",20,7.592496704976581,2.7391014099121094,18056.533333333333,1980738.4666666666,242.21014492753625,846.8571428571428,2221.359999999998,0,0
"medium",1764533100,"2025-11-30T20:05:00Z",21,7.451637342153464,2.6345176696777344,18124.8,1989280.5999999999,314.4628099173553,976.1431411530821,2332.6923076923085,0,0
"medium",1764533160,"2025-11-30T20:06:00Z",22,6.41891305530128,2.7076416015625,18073.6,1983136.3666666667,408.82169576059835,1032.2784810126604,2353.227848101266,0,0
"medium",1764533220,"2025-11-30T20:07:00Z",23,6.343625832135023,2.7223968505859375,18090.666666666668,1986584.7666666666,296.89631650750334,857.0967741935485,2148.6363636363644,0,0
"medium",1764533280,"2025-11-30T20:08:00Z",24,6.252753391772099,2.674694061279297,18107.733333333334,1985812.5333333332,281.71641791044783,871.2121212121211,2192.03539823009,0,0
"medium",1764533340,"2025-11-30T20:09:00Z",25,5.9728676881631495,2.691722869873047,18090.666666666668,1985531.8333333333,288.3964817320703,862.2302158273378,2202.692307692307,0,0
"medium",1764533400,"2025-11-30T20:10:00Z",26,5.980511844479249,2.7427635192871094,18005.333333333332,1977641.5333333332,409.6752368064952,993.5628742514974,2344.2152466367725,0.017241379310344827,0
"medium",1764533460,"2025-11-30T20:11:00Z",27,5.998390622027085,2.7410125732421875,18176,1992880.6666666667,256.07366771159866,848.5227272727269,2148.030303030301,0,0
"medium",1764533520,"2025-11-30T20:12:00Z",28,5.950396502616768,2.6708450317382812,18073.6,1982872.9333333333,223.41986455981942,745.0980392156866,1804.000000000006,0,0
"medium",1764533580,"2025-11-30T20:13:00Z",29,5.989771748097533,2.674407958984375,18107.733333333334,1988281.2666666666,259.60090361445793,834.1491841491846,2110.1685393258435,0,0
"medium",1764533640,"2025-11-30T20:14:00Z",30,5.747249086695273,2.7035598754882812,18056.533333333333,1981187.5,288.67713004484307,862.4493927125509,2135.42105263158,0,0
"medium",1764533700,"2025-11-30T20:15:00Z",31,5.038058413358507,2.706096649169922,18090.666666666668,1986324.7666666666,143.32524271844662,832.0802005012539,2144.8979591836764,0,0
"medium",1764533760,"2025-11-30T20:16:00Z",32,6.974063729874676,3.7539901733398438,18107.733333333334,1988330.4333333333,3430.7553956834568,8791.017964071858,9879.101796407183,0.017241379310344827,0
"medium",1764533820,"2025-11-30T20:17:00Z",33,7.436129729987025,3.7097740173339844,18073.6,1983176.7666666666,7031.410916580844,9406.282183316169,9940.628218331616,0,0
"medium",1764533880,"2025-11-30T20:18:00Z",34,8.422384779569049,2.79302978515625,18090.666666666668,1983962.3,776.5957446808501,4253.9912917271395,7484.31372549018,0,0
"medium",1764533940,"2025-11-30T20:19:00Z",35,8.986771152275995,2.67431640625,18107.733333333334,1986895.8666666667,216.57098121085588,777.8901734104054,2058.164556962023,0,0
"medium",1764534000,"2025-11-30T20:20:00Z",36,8.601436619629027,2.8359756469726562,18073.6,1983175.2,325.162074554295,971.3601532567051,2327.6865671641795,0,0
"medium",1764534060,"2025-11-30T20:21:00Z",37,7.190697925918825,2.7448081970214844,18107.733333333334,1986291.5333333332,340.3571428571426,910.252100840336,2223.858267716534,0,0
"medium",1764534120,"2025-11-30T20:22:00Z",38,6.378119578594827,2.8677215576171875,18107.733333333334,1986839.8333333333,337.2326203208556,908.9908256880736,2238.9552238805954,0,0
"medium",1764534180,"2025-11-30T20:23:00Z",39,6.308529207790099,2.867450714111328,18056.533333333333,1981596.7,356.7477876106193,942.3327895595435,2284.5370370370356,0,0
"medium",1764534240,"2025-11-30T20:24:00Z",40,5.84658608063347,2.856365203857422,18107.733333333334,1987730.1333333333,437.12006079027356,1388.2636655948547,2393.1672025723483,0,0
"medium",1764534300,"2025-11-30T20:25:00Z",41,6.086331693162143,2.9360809326171875,18158.933333333334,1993925.9666666666,702.0020533880904,1898.1802426343156,2439.818024263432,0,0
"medium",1764534360,"2025-11-30T20:26:00Z",42,6.165714570163837,2.9236907958984375,18107.733333333334,1987354.6333333333,683.84697130712,1879.3851717902357,2440.3797468354433,0,0
"medium",1764534420,"2025-11-30T20:27:00Z",43,6.51587298766504,3.0062103271484375,18158.933333333334,1990822.8,535.9543010752686,1755.8568329718005,2431.44251626898,0,0
"medium",1764534480,"2025-11-30T20:28:00Z",44,6.404062351039724,2.876434326171875,18107.733333333334,1987420.5333333332,602.4999999999997,1563.9999999999977,2406.4,0,0
"medium",1764534540,"2025-11-30T20:29:00Z",45,5.550610274209546,2.871685028076172,18158.933333333334,1992878.5333333332,589.6424815983174,1594.9612403100764,2409.4961240310076,0,0
"very-high",1764537534,"2025-11-30T21:18:54Z",1,4.642588934973322,4.638801574707031,8140.8,892934.7666666666,8865.339918946302,10000,10000,0,0
"very-high",1764537594,"2025-11-30T21:19:54Z",2,5.525163863701717,4.437541961669922,10736.933333333332,1173425.8333333333,6549.232039416088,9455.330188856433,10000,0,0
