load_name,tps,duration_min,p50_latency_ms,p90_latency_ms,p99_latency_ms,avg_cpu_cores,max_memory_gb,sustained_cpu_cores,peak_memory_gb,recommended_cpu,recommended_memory_gb,spans_per_sec,bytes_per_sec,query_failures_per_sec,error_rate_percent,dropped_spans_per_sec,discarded_spans_per_sec,timestamp
low,0,5,1334.9358974358965000,2423.397435897435000,4652.04918032787000,2.599208741700243,2.3203468322753906,3.045178372101034,2.3203468322753906,3.7,3.0,7031.466666666666,771086.9,0,0,0,0,2025-12-02T00:31:13Z
very-high,0,30,2076.9242852992393000,4431.975182294995000,8753.739495798296000,6.007355060420144,44.939857482910156,8.959299442755327,44.939857482910156,10.8,54.0,63772.01111111111,6998369.029629628,0.0033557046979865775,0,0,0,2025-12-02T02:29:46Z
