load_name,tps,duration_min,p50_latency_ms,p90_latency_ms,p99_latency_ms,avg_cpu_cores,max_memory_gb,sustained_cpu_cores,peak_memory_gb,recommended_cpu,recommended_memory_gb,spans_per_sec,bytes_per_sec,query_failures_per_sec,error_rate_percent,dropped_spans_per_sec,discarded_spans_per_sec,timestamp
low,0,5,1334.9358974358965000,2423.397435897435000,4652.04918032787000,2.599208741700243,2.3203468322753906,3.045178372101034,2.3203468322753906,3.7,3.0,7031.466666666666,771086.9,0,0,0,0,2025-12-02T00:31:13Z
very-high,0,30,7399.949849548646000,9559.829488465397000,10000,6.893838744392838,12.792915344238281,9.244828811469123,12.792915344238281,11.1,15.5,62562.455555555556,6866567.066666667,0,0,0,62562.455555555556,2025-12-02T01:38:49Z
