load_name,timestamp,datetime,minute,cpu_cores,memory_gb,spans_per_sec,bytes_per_sec,p50_latency_ms,p90_latency_ms,p99_latency_ms,query_failures_per_sec,dropped_spans_per_sec,discarded_spans_per_sec
"high",1764732640,"2025-12-03T03:30:40Z",1,3.3338040332402095,2.1802330017089844,33160.53333333333,3634995.966666667,516.67502256578,2033.5193133047223,3879.0865384615436,0,0,0
"high",1764732700,"2025-12-03T03:31:40Z",2,4.730434549779318,2.8062286376953125,36471.46666666667,4004222.8666666667,86.66910101167987,521.643015128439,1964.730769230765,0,0,0
"high",1764732760,"2025-12-03T03:32:40Z",3,4.639445838957826,3.718128204345703,36454.4,4001177.533333333,72.1274685816876,348.9270386266092,1007.173913043421,0,0,0
"high",1764732820,"2025-12-03T03:33:40Z",4,5.8876159465395235,4.8205718994140625,36454.4,3998275.1666666665,1106.7730802415876,2288.136324417602,4115.503875968992,0,0,0
"high",1764732880,"2025-12-03T03:34:40Z",5,6.891609637767375,5.645317077636719,36488.53333333333,4005684.6,1325.8754863813226,2442.6070038910498,4685.30701754386,0,0,0
"high",1764732940,"2025-12-03T03:35:40Z",6,6.530828951136237,7.579444885253906,36334.933333333334,3987816.033333333,1944.1756965944276,3903.0548628428933,4890.30548628429,0,0,0
"high",1764733000,"2025-12-03T03:36:40Z",7,7.071118487711126,8.010112762451172,36539.73333333333,4008550.1,1785.0227790432803,2495.7289293849662,4743.842364532018,0,0,0
"high",1764733060,"2025-12-03T03:37:40Z",8,7.407741175345524,8.858497619628906,36471.46666666667,4002827.2666666666,1787.5110979579758,2496.0047351287367,4744.2307692307695,0,0,0
"high",1764733120,"2025-12-03T03:38:40Z",9,7.579950921696641,9.529067993164062,36659.2,4021840.8666666667,1838.0913539967378,3268.21493624773,4826.821493624774,0,0,0
"high",1764733180,"2025-12-03T03:39:40Z",10,7.566609406195649,10.305782318115234,36522.666666666664,4006850.5,1796.137026239067,2579.3556085918863,4757.935560859189,0,0,0
"high",1764733240,"2025-12-03T03:40:40Z",11,7.502673778745424,11.754119873046875,36437.333333333336,4002824.5,1763.4334527418023,2444.9435106089836,4630.645161290321,0,0,0
"high",1764733300,"2025-12-03T03:41:40Z",12,7.455852155772615,12.464309692382812,36454.4,4002691.3,1804.5604849820888,2493.510608983191,4740.211970074812,0,0,0
"high",1764733360,"2025-12-03T03:42:40Z",13,7.412964160483828,13.452308654785156,36846.933333333334,4046761.3,1769.0429687499998,2475.0139508928564,4708.77071823204,0,0,0
"high",1764733420,"2025-12-03T03:43:40Z",14,7.425666318786328,13.847240447998047,36539.73333333333,4007647.466666667,1790.2991577112984,2637.4133949191755,4784.526558891455,0,0,0
"high",1764733480,"2025-12-03T03:44:40Z",15,7.4524830757971365,15.171146392822266,36420.26666666666,3995005.3666666667,1767.1452467242823,2479.2166155561754,4716.95478723404,0,0,0
"high",1764733540,"2025-12-03T03:45:40Z",16,7.455305736683104,16.14577865600586,36420.26666666666,3997201.5666666664,1823.049132947977,2749.4394618834094,4774.94394618834,0,0,0
"high",1764733600,"2025-12-03T03:46:40Z",17,7.3957449958778785,16.682636260986328,36505.6,4007520.6,1790.016168148747,2467.299919159256,4690.162721893491,0,0,0
"high",1764733660,"2025-12-03T03:47:40Z",18,7.337420606158907,17.718563079833984,36522.666666666664,4008268.5,1794.8271240954164,2474.4304476011794,4705.710306406685,0,0,0
"high",1764733720,"2025-12-03T03:48:40Z",19,7.274372051657773,18.1976318359375,36505.6,4005344.6333333333,1795.0867052023125,2531.476997578702,4753.1476997578675,0,0,0
"high",1764733780,"2025-12-03T03:49:40Z",20,7.263720424917981,19.278324127197266,36437.333333333336,3998837.8,1777.2612003381237,2484.9535080304317,4726.762402088773,0,0,0
"high",1764733840,"2025-12-03T03:50:40Z",21,7.231163768850188,20.084064483642578,36437.333333333336,3999502.033333333,1821.1662749706225,2885.220125786161,4788.522012578615,0,0,0
"high",1764733900,"2025-12-03T03:51:40Z",22,7.2163380415790614,21.231700897216797,36420.26666666666,3996479.433333333,1804.6782762691853,2707.191780821918,4770.719178082192,0.017241379310344827,0,0
"high",1764733960,"2025-12-03T03:52:40Z",23,7.142111814684574,22.076030731201172,36437.333333333336,4004129.7666666666,1804.449152542373,2600.1157407407445,4760.011574074073,0,0,0
"high",1764734020,"2025-12-03T03:53:40Z",24,7.222033057552433,22.800189971923828,36471.46666666667,4004344.1333333333,1814.863737486096,2654.4943820224744,4765.449438202246,0,0,0
"high",1764734080,"2025-12-03T03:54:40Z",25,7.264565412976595,24.158519744873047,36420.26666666666,3996843.5666666664,1775.8620689655174,2469.474279253816,4696.587537091987,0,0,0
"high",1764734140,"2025-12-03T03:55:40Z",26,7.269394442883047,24.369548797607422,36386.13333333333,3992029.6999999997,1829.5980335454024,2909.979423868318,4790.997942386831,0.017241379310344827,0,0
"high",1764734200,"2025-12-03T03:56:40Z",27,7.3601289875289675,25.786956787109375,36539.73333333333,4012103.2666666666,1787.5206157229245,2482.1880153930724,4721.428571428568,0,0,0
"high",1764734260,"2025-12-03T03:57:40Z",28,7.305161079598433,26.462383270263672,36437.333333333336,4000477.466666667,1796.694214876033,2483.9669421487606,4724.270557029179,0,0,0
"high",1764734320,"2025-12-03T03:58:40Z",29,7.187723572691056,26.857620239257812,36471.46666666667,4003886,1828.2262816735413,2932.989690721649,4793.298969072165,0,0,0
"high",1764734380,"2025-12-03T03:59:40Z",30,7.2634225694415795,28.455333709716797,36386.13333333333,3994063.8666666667,1804.8883865498733,2538.2775119617313,4753.827751196175,0,0,0
"high",1764734440,"2025-12-03T04:00:40Z",31,7.194244546518708,29.054229736328125,36471.46666666667,4003173.8,1796.070835639181,2482.069728832319,4769.889502762427,0,0,0
"high",1764734500,"2025-12-03T04:01:40Z",32,7.207360946868855,30.554786682128906,36539.73333333333,4008974.7333333334,1789.0197152245346,2494.1675794085436,4768.780487804873,0,0,0
"high",1764734560,"2025-12-03T04:02:40Z",33,7.398086163384486,30.652957916259766,36522.666666666664,4007305.9,1787.7712854757926,2494.449081803005,4741.89024390244,0.017241379310344827,0,0
"high",1764734620,"2025-12-03T04:03:40Z",34,7.370239766360942,31.54698944091797,36488.53333333333,4004187.4,1834.4486470759384,2882.543103448276,4817.3491379310335,0,0,0
"high",1764734680,"2025-12-03T04:04:40Z",35,7.440195604283486,32.60102462768555,36403.2,3993174.4,1846.4759797724398,3268.055555555551,4876.805555555553,0,0,0
"high",1764734740,"2025-12-03T04:05:40Z",36,7.25050964200616,32.915191650390625,36420.26666666666,3997688.933333333,1809.6369922212618,2513.05970149254,4751.305970149256,0,0,0
"high",1764734800,"2025-12-03T04:06:40Z",37,7.196732418810327,33.97822952270508,36437.333333333336,3999105.933333333,1748.2512953367873,2428.9248704663205,4570.686274509804,0,0,0
"high",1764734860,"2025-12-03T04:07:40Z",38,7.239930040497138,34.62770462036133,36352,3989335.2333333334,1797.5504322766574,2533.1695331695432,4786.486486486498,0.017241379310344827,0,0
"high",1764734920,"2025-12-03T04:08:40Z",39,7.158727745547367,34.823001861572266,36505.6,4005930.3333333335,1807.5240594925635,2494.1382327209094,4741.160949868071,0,0,0
"high",1764734980,"2025-12-03T04:09:40Z",40,7.325457032299586,35.422325134277344,36420.26666666666,3997089.7666666666,1773.6252002135616,2447.3037907100916,4636.159169550175,0,0,0
"high",1764735040,"2025-12-03T04:10:40Z",41,7.328218189797424,36.45375442504883,36505.6,4006662.3,1848.6902927580893,3287.6344086021504,4885.215053763442,0,0,0
