load_name,container,pod,avg_cpu_cores,avg_cpu_millicores,avg_cpu_percent,max_cpu_cores,max_cpu_millicores,max_cpu_percent,avg_memory_gb,avg_memory_percent,max_memory_gb,max_memory_percent
high,tempo,tempo-simplest-0,6.203031909320978,6203.031909320978,95.29,9.913240413244944,9913.240413244945,95.45,1.806427256266276,96.13,1.9910507202148438,95.48
high,tempo-gateway,tempo-simplest-0,0.20129345970399834,201.29345970399834,3.09,0.31448016595567585,314.48016595567583,3.03,0.04705797831217448,2.5,0.0651397705078125,3.12
high,tempo-gateway-opa,tempo-simplest-0,0.10543868872229067,105.43868872229068,1.62,0.15837136137852206,158.37136137852207,1.52,0.020886993408203124,1.11,0.024303436279296875,1.17
high,tempo-query,tempo-simplest-0,6.297872666102187e-07,0.0006297872666102187,0.0,7.686201378476079e-07,0.0007686201378476079,0.0,0.004795074462890625,0.26,0.004795074462890625,0.23
low,tempo,tempo-simplest-0,1.279343898554715,1279.343898554715,94.33,3.8932788308002877,3893.278830800288,96.7,1.1573283287786669,94.93,1.9722366333007812,95.95
low,tempo-gateway,tempo-simplest-0,0.04611054091128174,46.110540911281745,3.4,0.0890738861732418,89.0738861732418,2.21,0.04087854200793851,3.35,0.059482574462890625,2.89
low,tempo-gateway-opa,tempo-simplest-0,0.030741620549330637,30.741620549330637,2.27,0.043725265967081664,43.72526596708166,1.09,0.017418276879095262,1.43,0.0203857421875,0.99
low,tempo-query,tempo-simplest-0,7.615294253623635e-07,0.0007615294253623635,0.0,3.190807702964817e-06,0.003190807702964817,0.0,0.00345673099640877,0.28,0.003475189208984375,0.17
medium,tempo,tempo-simplest-0,2.6872180343161003,2687.2180343161003,97.27,3.4414708297040346,3441.4708297040347,97.16,1.9717793782552084,96.8,2.270275115966797,96.59
medium,tempo-gateway,tempo-simplest-0,0.05123748467099231,51.23748467099231,1.85,0.06826199557888542,68.26199557888542,1.93,0.0443756103515625,2.18,0.058013916015625,2.47
medium,tempo-gateway-opa,tempo-simplest-0,0.02421792588634265,24.21792588634265,0.88,0.03242757476185671,32.42757476185671,0.92,0.017428080240885418,0.86,0.0187530517578125,0.8
medium,tempo-query,tempo-simplest-0,3.537933339222475e-06,0.003537933339222475,0.0,4.066666666666663e-06,0.004066666666666663,0.0,0.003387451171875,0.17,0.003387451171875,0.14
very-high,tempo,tempo-simplest-0,5.910328103272803,5910.328103272803,93.89,9.302068860949399,9302.0688609494,93.78,1.7964415232340494,95.99,2.0561065673828125,95.56
very-high,tempo-gateway,tempo-simplest-0,0.2497863093787325,249.7863093787325,3.97,0.39787683912441346,397.87683912441344,4.01,0.050369517008463545,2.69,0.0672760009765625,3.13
very-high,tempo-gateway-opa,tempo-simplest-0,0.13492609763869384,134.92609763869385,2.14,0.21915959653546752,219.15959653546753,2.21,0.019957860310872395,1.07,0.023403167724609375,1.09
very-high,tempo-query,tempo-simplest-0,6.537473149111446e-07,0.0006537473149111447,0.0,8.762596232083552e-07,0.0008762596232083553,0.0,0.00478363037109375,0.26,0.00478363037109375,0.22
